what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011551235
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011557978
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011558178
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011573094
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011573652
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393011587953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393011588227
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393011596132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393011596393
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011616135
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011616362
error,log,,,"Unhandled event loop exception",1393011636849
error,log,,,"Unhandled event loop exception",1393011636867
error,log,,,"Unhandled event loop exception",1393011638059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393011639326
error,log,,,"Unhandled event loop exception",1393011642341
error,log,,,"Unhandled event loop exception",1393011642944
error,log,,,"Unhandled event loop exception",1393011660236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393011663386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393011664708
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393011667906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393011668152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393011700736
error,log,,,"Unhandled event loop exception",1393011702148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393011749967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011754882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011759251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393011762715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011763285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011799677
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011809395
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011809605
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011816541
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011816843
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011816891
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011817982
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011818199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011822660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011827714
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011828965
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011829224
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011829277
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011834425
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011835099
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011835156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011849877
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011850100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011852221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011918242
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393011919853
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011921416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011929815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011931347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011931626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011932055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011934751
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011938817
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011939895
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393011940895
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393011949163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393011949457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011984707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393011988625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012024679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012030467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012031399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012032484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012041150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012059995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012063743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012068314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012069551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012071960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012075014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012077203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012078287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012091590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012099534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012103292
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012109827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012110601
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012111071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012112099
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1393012112786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012113011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012118565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012119668
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393012124592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393012125134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012127938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012129146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012134003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012135415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012139522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012140362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012142010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012148379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012150032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012152834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012156430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012160566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012169594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1393012182970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393012192760
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012194162
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012195336
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012195493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012199556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012201760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012218162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012242713
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393012243847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393012244069
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012247800
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012248079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012248382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393012264263
error,log,,,"Unhandled event loop exception",1393012267949
error,log,,,"Unhandled event loop exception",1393012268399
error,log,,,"Unhandled event loop exception",1393012268862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012270693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012286264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012288507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012288927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012288964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012288987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012289010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012289446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012289643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012289816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012290958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012291547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012291904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012292156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012292338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012292525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012293030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012293290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012293464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012293694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012293873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012294289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012294537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012294790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012295013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012295235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012295786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012296303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012297907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012298470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012298935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012299285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012299474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012300217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012300572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1393012300976
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393012303791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393012304066
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393012307776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393012308068
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1393012317464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012332794
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393012336272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393012336495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012341349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012545313
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393012548019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393012548267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012554988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012566785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1393012576548
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1393012578415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1393012578626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012579904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012587560
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1393012592931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012593174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012613465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012621777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012624365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012626958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012627643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012629247
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393012639588
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393012639669
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393012641645
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1393012641645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012650324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012651318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012666375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012676599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012705640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012707236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012742372
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1393012753469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393012755389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012767139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012770839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393012774809
